"IDRow","ID","consent","country","year","Block","ChoiceQuestion","Choice","ChoiceSum","alt1attr1hh2","alt1attr1hh3","alt1attr2coast2","alt1attr2coast3","alt1attr3cost","alt1attr4perk1","alt1attr4perk2","alt2attr1hh2","alt2attr1hh3","alt2attr2coast2","alt2attr2coast3","alt2attr3cost","alt2attr4perk1","alt2attr4perk2","alt3attr1hh2","alt3attr1hh3","alt3attr2coast2","alt3attr2coast3","alt3attr3cost","alt3attr4perk1","alt3attr4perk2","env1","env2","env3","env4","env5","env6","env7","pay_elecbill","marital_status","num_adults","num_children","education","economic_status","distance_coast","buy_green_energy","ideo","income","duration_mins","too_short","age","completed","female","England","NI","Scotland","Double_id","cohabit","employed","higheduc","highincome","green"
"941",941,95,1,3,1990,1,1,3,23,0,0,0,1,50,0,0,0,1,0,1,150,0,0,0,0,0,0,0,0,0,3,3,3,3,2,3,2,600,1,3,0,5,5,20,2,3,5,6.866666794,NA,27,1,1,0,0,1,NA,FALSE,FALSE,TRUE,TRUE,FALSE
"942",942,95,1,3,1990,1,2,3,23,1,0,1,0,100,0,1,0,0,0,0,100,1,0,0,0,0,0,0,0,0,3,3,3,3,2,3,2,600,1,3,0,5,5,20,2,3,5,6.866666794,NA,27,1,1,0,0,1,NA,FALSE,FALSE,TRUE,TRUE,FALSE
"943",943,95,1,3,1990,1,3,2,23,0,1,0,0,20,0,1,1,0,1,0,10,1,0,0,0,0,0,0,0,0,3,3,3,3,2,3,2,600,1,3,0,5,5,20,2,3,5,6.866666794,NA,27,1,1,0,0,1,NA,FALSE,FALSE,TRUE,TRUE,FALSE
"944",944,95,1,3,1990,1,4,3,23,0,0,0,0,100,1,0,0,1,1,0,100,0,1,0,0,0,0,0,0,0,3,3,3,3,2,3,2,600,1,3,0,5,5,20,2,3,5,6.866666794,NA,27,1,1,0,0,1,NA,FALSE,FALSE,TRUE,TRUE,FALSE
"945",945,95,1,3,1990,1,5,3,23,1,0,0,0,100,1,0,0,0,0,1,50,0,1,0,0,0,0,0,0,0,3,3,3,3,2,3,2,600,1,3,0,5,5,20,2,3,5,6.866666794,NA,27,1,1,0,0,1,NA,FALSE,FALSE,TRUE,TRUE,FALSE
"946",946,95,1,3,1990,1,6,2,23,0,0,0,0,50,0,0,0,1,0,1,10,1,0,0,0,0,0,0,0,0,3,3,3,3,2,3,2,600,1,3,0,5,5,20,2,3,5,6.866666794,NA,27,1,1,0,0,1,NA,FALSE,FALSE,TRUE,TRUE,FALSE
"947",947,95,1,3,1990,1,7,2,23,0,1,1,0,50,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,3,3,3,3,2,3,2,600,1,3,0,5,5,20,2,3,5,6.866666794,NA,27,1,1,0,0,1,NA,FALSE,FALSE,TRUE,TRUE,FALSE
"948",948,95,1,3,1990,1,8,3,23,1,0,0,1,150,0,1,0,0,1,0,100,1,0,0,0,0,0,0,0,0,3,3,3,3,2,3,2,600,1,3,0,5,5,20,2,3,5,6.866666794,NA,27,1,1,0,0,1,NA,FALSE,FALSE,TRUE,TRUE,FALSE
"949",949,95,1,3,1990,1,9,1,23,0,0,0,0,10,0,1,0,1,1,0,100,1,0,0,0,0,0,0,0,0,3,3,3,3,2,3,2,600,1,3,0,5,5,20,2,3,5,6.866666794,NA,27,1,1,0,0,1,NA,FALSE,FALSE,TRUE,TRUE,FALSE
"950",950,95,1,3,1990,1,10,1,23,1,0,0,1,10,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,3,3,3,3,2,3,2,600,1,3,0,5,5,20,2,3,5,6.866666794,NA,27,1,1,0,0,1,NA,FALSE,FALSE,TRUE,TRUE,FALSE
"1001",1001,101,1,3,1963,1,1,2,18,0,0,0,1,50,0,0,0,1,0,1,150,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1500,2,2,1,4,1,11,2,6,3,6.933333397,NA,54,1,0,0,0,1,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"1002",1002,101,1,3,1963,1,2,1,18,1,0,1,0,100,0,1,0,0,0,0,100,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1500,2,2,1,4,1,11,2,6,3,6.933333397,NA,54,1,0,0,0,1,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"1003",1003,101,1,3,1963,1,3,2,18,0,1,0,0,20,0,1,1,0,1,0,10,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1500,2,2,1,4,1,11,2,6,3,6.933333397,NA,54,1,0,0,0,1,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"1004",1004,101,1,3,1963,1,4,1,18,0,0,0,0,100,1,0,0,1,1,0,100,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1500,2,2,1,4,1,11,2,6,3,6.933333397,NA,54,1,0,0,0,1,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"1005",1005,101,1,3,1963,1,5,2,18,1,0,0,0,100,1,0,0,0,0,1,50,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1500,2,2,1,4,1,11,2,6,3,6.933333397,NA,54,1,0,0,0,1,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"1006",1006,101,1,3,1963,1,6,2,18,0,0,0,0,50,0,0,0,1,0,1,10,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1500,2,2,1,4,1,11,2,6,3,6.933333397,NA,54,1,0,0,0,1,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"1007",1007,101,1,3,1963,1,7,2,18,0,1,1,0,50,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1500,2,2,1,4,1,11,2,6,3,6.933333397,NA,54,1,0,0,0,1,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"1008",1008,101,1,3,1963,1,8,2,18,1,0,0,1,150,0,1,0,0,1,0,100,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1500,2,2,1,4,1,11,2,6,3,6.933333397,NA,54,1,0,0,0,1,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"1009",1009,101,1,3,1963,1,9,2,18,0,0,0,0,10,0,1,0,1,1,0,100,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1500,2,2,1,4,1,11,2,6,3,6.933333397,NA,54,1,0,0,0,1,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"1010",1010,101,1,3,1963,1,10,2,18,1,0,0,1,10,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1500,2,2,1,4,1,11,2,6,3,6.933333397,NA,54,1,0,0,0,1,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"1061",1061,107,1,3,1983,1,1,3,23,0,0,0,1,50,0,0,0,1,0,1,150,0,0,0,0,0,0,0,0,0,2,1,1,2,2,3,1,1200,2,2,1,8,1,10,2,4,5,7.033333302,NA,34,1,0,0,0,1,NA,TRUE,TRUE,TRUE,TRUE,FALSE
"1062",1062,107,1,3,1983,1,2,3,23,1,0,1,0,100,0,1,0,0,0,0,100,1,0,0,0,0,0,0,0,0,2,1,1,2,2,3,1,1200,2,2,1,8,1,10,2,4,5,7.033333302,NA,34,1,0,0,0,1,NA,TRUE,TRUE,TRUE,TRUE,FALSE
"1063",1063,107,1,3,1983,1,3,2,23,0,1,0,0,20,0,1,1,0,1,0,10,1,0,0,0,0,0,0,0,0,2,1,1,2,2,3,1,1200,2,2,1,8,1,10,2,4,5,7.033333302,NA,34,1,0,0,0,1,NA,TRUE,TRUE,TRUE,TRUE,FALSE
"1064",1064,107,1,3,1983,1,4,3,23,0,0,0,0,100,1,0,0,1,1,0,100,0,1,0,0,0,0,0,0,0,2,1,1,2,2,3,1,1200,2,2,1,8,1,10,2,4,5,7.033333302,NA,34,1,0,0,0,1,NA,TRUE,TRUE,TRUE,TRUE,FALSE
"1065",1065,107,1,3,1983,1,5,3,23,1,0,0,0,100,1,0,0,0,0,1,50,0,1,0,0,0,0,0,0,0,2,1,1,2,2,3,1,1200,2,2,1,8,1,10,2,4,5,7.033333302,NA,34,1,0,0,0,1,NA,TRUE,TRUE,TRUE,TRUE,FALSE
"1066",1066,107,1,3,1983,1,6,2,23,0,0,0,0,50,0,0,0,1,0,1,10,1,0,0,0,0,0,0,0,0,2,1,1,2,2,3,1,1200,2,2,1,8,1,10,2,4,5,7.033333302,NA,34,1,0,0,0,1,NA,TRUE,TRUE,TRUE,TRUE,FALSE
"1067",1067,107,1,3,1983,1,7,2,23,0,1,1,0,50,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,2,1,1,2,2,3,1,1200,2,2,1,8,1,10,2,4,5,7.033333302,NA,34,1,0,0,0,1,NA,TRUE,TRUE,TRUE,TRUE,FALSE
"1068",1068,107,1,3,1983,1,8,3,23,1,0,0,1,150,0,1,0,0,1,0,100,1,0,0,0,0,0,0,0,0,2,1,1,2,2,3,1,1200,2,2,1,8,1,10,2,4,5,7.033333302,NA,34,1,0,0,0,1,NA,TRUE,TRUE,TRUE,TRUE,FALSE
"1069",1069,107,1,3,1983,1,9,1,23,0,0,0,0,10,0,1,0,1,1,0,100,1,0,0,0,0,0,0,0,0,2,1,1,2,2,3,1,1200,2,2,1,8,1,10,2,4,5,7.033333302,NA,34,1,0,0,0,1,NA,TRUE,TRUE,TRUE,TRUE,FALSE
"1070",1070,107,1,3,1983,1,10,1,23,1,0,0,1,10,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,2,1,1,2,2,3,1,1200,2,2,1,8,1,10,2,4,5,7.033333302,NA,34,1,0,0,0,1,NA,TRUE,TRUE,TRUE,TRUE,FALSE
"1081",1081,109,1,3,1972,1,1,2,16,0,0,0,1,50,0,0,0,1,0,1,150,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3100,2,2,0,3,1,0,2,6,3,7.083333492,NA,45,1,1,0,0,1,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"1082",1082,109,1,3,1972,1,2,1,16,1,0,1,0,100,0,1,0,0,0,0,100,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3100,2,2,0,3,1,0,2,6,3,7.083333492,NA,45,1,1,0,0,1,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"1083",1083,109,1,3,1972,1,3,1,16,0,1,0,0,20,0,1,1,0,1,0,10,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3100,2,2,0,3,1,0,2,6,3,7.083333492,NA,45,1,1,0,0,1,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"1084",1084,109,1,3,1972,1,4,2,16,0,0,0,0,100,1,0,0,1,1,0,100,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3100,2,2,0,3,1,0,2,6,3,7.083333492,NA,45,1,1,0,0,1,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"1085",1085,109,1,3,1972,1,5,2,16,1,0,0,0,100,1,0,0,0,0,1,50,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3100,2,2,0,3,1,0,2,6,3,7.083333492,NA,45,1,1,0,0,1,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"1086",1086,109,1,3,1972,1,6,2,16,0,0,0,0,50,0,0,0,1,0,1,10,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3100,2,2,0,3,1,0,2,6,3,7.083333492,NA,45,1,1,0,0,1,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"1087",1087,109,1,3,1972,1,7,2,16,0,1,1,0,50,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3100,2,2,0,3,1,0,2,6,3,7.083333492,NA,45,1,1,0,0,1,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"1088",1088,109,1,3,1972,1,8,2,16,1,0,0,1,150,0,1,0,0,1,0,100,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3100,2,2,0,3,1,0,2,6,3,7.083333492,NA,45,1,1,0,0,1,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"1089",1089,109,1,3,1972,1,9,1,16,0,0,0,0,10,0,1,0,1,1,0,100,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3100,2,2,0,3,1,0,2,6,3,7.083333492,NA,45,1,1,0,0,1,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"1090",1090,109,1,3,1972,1,10,1,16,1,0,0,1,10,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3100,2,2,0,3,1,0,2,6,3,7.083333492,NA,45,1,1,0,0,1,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"1121",1121,113,1,3,1998,1,1,1,17,0,0,0,1,50,0,0,0,1,0,1,150,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,8,7,0,2,5,6,7.199999809,NA,19,1,1,0,0,1,NA,FALSE,FALSE,TRUE,TRUE,FALSE
"1122",1122,113,1,3,1998,1,2,2,17,1,0,1,0,100,0,1,0,0,0,0,100,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,8,7,0,2,5,6,7.199999809,NA,19,1,1,0,0,1,NA,FALSE,FALSE,TRUE,TRUE,FALSE
"1123",1123,113,1,3,1998,1,3,2,17,0,1,0,0,20,0,1,1,0,1,0,10,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,8,7,0,2,5,6,7.199999809,NA,19,1,1,0,0,1,NA,FALSE,FALSE,TRUE,TRUE,FALSE
"1124",1124,113,1,3,1998,1,4,1,17,0,0,0,0,100,1,0,0,1,1,0,100,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,8,7,0,2,5,6,7.199999809,NA,19,1,1,0,0,1,NA,FALSE,FALSE,TRUE,TRUE,FALSE
"1125",1125,113,1,3,1998,1,5,2,17,1,0,0,0,100,1,0,0,0,0,1,50,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,8,7,0,2,5,6,7.199999809,NA,19,1,1,0,0,1,NA,FALSE,FALSE,TRUE,TRUE,FALSE
"1126",1126,113,1,3,1998,1,6,2,17,0,0,0,0,50,0,0,0,1,0,1,10,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,8,7,0,2,5,6,7.199999809,NA,19,1,1,0,0,1,NA,FALSE,FALSE,TRUE,TRUE,FALSE
"1127",1127,113,1,3,1998,1,7,2,17,0,1,1,0,50,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,8,7,0,2,5,6,7.199999809,NA,19,1,1,0,0,1,NA,FALSE,FALSE,TRUE,TRUE,FALSE
"1128",1128,113,1,3,1998,1,8,2,17,1,0,0,1,150,0,1,0,0,1,0,100,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,8,7,0,2,5,6,7.199999809,NA,19,1,1,0,0,1,NA,FALSE,FALSE,TRUE,TRUE,FALSE
"1129",1129,113,1,3,1998,1,9,1,17,0,0,0,0,10,0,1,0,1,1,0,100,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,8,7,0,2,5,6,7.199999809,NA,19,1,1,0,0,1,NA,FALSE,FALSE,TRUE,TRUE,FALSE
"1130",1130,113,1,3,1998,1,10,2,17,1,0,0,1,10,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,8,7,0,2,5,6,7.199999809,NA,19,1,1,0,0,1,NA,FALSE,FALSE,TRUE,TRUE,FALSE
"1171",1171,118,1,3,1968,1,1,3,28,0,0,0,1,50,0,0,0,1,0,1,150,0,0,0,0,0,0,0,0,0,3,1,2,2,3,2,1,720,2,2,0,4,3,15,2,6,4,7.349999905,NA,49,1,0,0,0,1,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"1172",1172,118,1,3,1968,1,2,3,28,1,0,1,0,100,0,1,0,0,0,0,100,1,0,0,0,0,0,0,0,0,3,1,2,2,3,2,1,720,2,2,0,4,3,15,2,6,4,7.349999905,NA,49,1,0,0,0,1,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"1173",1173,118,1,3,1968,1,3,3,28,0,1,0,0,20,0,1,1,0,1,0,10,1,0,0,0,0,0,0,0,0,3,1,2,2,3,2,1,720,2,2,0,4,3,15,2,6,4,7.349999905,NA,49,1,0,0,0,1,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"1174",1174,118,1,3,1968,1,4,3,28,0,0,0,0,100,1,0,0,1,1,0,100,0,1,0,0,0,0,0,0,0,3,1,2,2,3,2,1,720,2,2,0,4,3,15,2,6,4,7.349999905,NA,49,1,0,0,0,1,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"1175",1175,118,1,3,1968,1,5,3,28,1,0,0,0,100,1,0,0,0,0,1,50,0,1,0,0,0,0,0,0,0,3,1,2,2,3,2,1,720,2,2,0,4,3,15,2,6,4,7.349999905,NA,49,1,0,0,0,1,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"1176",1176,118,1,3,1968,1,6,2,28,0,0,0,0,50,0,0,0,1,0,1,10,1,0,0,0,0,0,0,0,0,3,1,2,2,3,2,1,720,2,2,0,4,3,15,2,6,4,7.349999905,NA,49,1,0,0,0,1,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"1177",1177,118,1,3,1968,1,7,2,28,0,1,1,0,50,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,3,1,2,2,3,2,1,720,2,2,0,4,3,15,2,6,4,7.349999905,NA,49,1,0,0,0,1,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"1178",1178,118,1,3,1968,1,8,3,28,1,0,0,1,150,0,1,0,0,1,0,100,1,0,0,0,0,0,0,0,0,3,1,2,2,3,2,1,720,2,2,0,4,3,15,2,6,4,7.349999905,NA,49,1,0,0,0,1,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"1179",1179,118,1,3,1968,1,9,3,28,0,0,0,0,10,0,1,0,1,1,0,100,1,0,0,0,0,0,0,0,0,3,1,2,2,3,2,1,720,2,2,0,4,3,15,2,6,4,7.349999905,NA,49,1,0,0,0,1,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"1180",1180,118,1,3,1968,1,10,3,28,1,0,0,1,10,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,3,1,2,2,3,2,1,720,2,2,0,4,3,15,2,6,4,7.349999905,NA,49,1,0,0,0,1,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"1181",1181,119,1,3,1964,1,1,1,21,0,0,0,1,50,0,0,0,1,0,1,150,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,2,560,1,2,1,3,1,40,3,5,1,7.366666794,NA,53,1,0,0,0,1,NA,FALSE,TRUE,FALSE,FALSE,FALSE
"1182",1182,119,1,3,1964,1,2,3,21,1,0,1,0,100,0,1,0,0,0,0,100,1,0,0,0,0,0,0,0,0,2,2,2,2,2,1,2,560,1,2,1,3,1,40,3,5,1,7.366666794,NA,53,1,0,0,0,1,NA,FALSE,TRUE,FALSE,FALSE,FALSE
"1183",1183,119,1,3,1964,1,3,2,21,0,1,0,0,20,0,1,1,0,1,0,10,1,0,0,0,0,0,0,0,0,2,2,2,2,2,1,2,560,1,2,1,3,1,40,3,5,1,7.366666794,NA,53,1,0,0,0,1,NA,FALSE,TRUE,FALSE,FALSE,FALSE
"1184",1184,119,1,3,1964,1,4,3,21,0,0,0,0,100,1,0,0,1,1,0,100,0,1,0,0,0,0,0,0,0,2,2,2,2,2,1,2,560,1,2,1,3,1,40,3,5,1,7.366666794,NA,53,1,0,0,0,1,NA,FALSE,TRUE,FALSE,FALSE,FALSE
"1185",1185,119,1,3,1964,1,5,3,21,1,0,0,0,100,1,0,0,0,0,1,50,0,1,0,0,0,0,0,0,0,2,2,2,2,2,1,2,560,1,2,1,3,1,40,3,5,1,7.366666794,NA,53,1,0,0,0,1,NA,FALSE,TRUE,FALSE,FALSE,FALSE
"1186",1186,119,1,3,1964,1,6,2,21,0,0,0,0,50,0,0,0,1,0,1,10,1,0,0,0,0,0,0,0,0,2,2,2,2,2,1,2,560,1,2,1,3,1,40,3,5,1,7.366666794,NA,53,1,0,0,0,1,NA,FALSE,TRUE,FALSE,FALSE,FALSE
"1187",1187,119,1,3,1964,1,7,2,21,0,1,1,0,50,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,2,560,1,2,1,3,1,40,3,5,1,7.366666794,NA,53,1,0,0,0,1,NA,FALSE,TRUE,FALSE,FALSE,FALSE
"1188",1188,119,1,3,1964,1,8,3,21,1,0,0,1,150,0,1,0,0,1,0,100,1,0,0,0,0,0,0,0,0,2,2,2,2,2,1,2,560,1,2,1,3,1,40,3,5,1,7.366666794,NA,53,1,0,0,0,1,NA,FALSE,TRUE,FALSE,FALSE,FALSE
"1189",1189,119,1,3,1964,1,9,1,21,0,0,0,0,10,0,1,0,1,1,0,100,1,0,0,0,0,0,0,0,0,2,2,2,2,2,1,2,560,1,2,1,3,1,40,3,5,1,7.366666794,NA,53,1,0,0,0,1,NA,FALSE,TRUE,FALSE,FALSE,FALSE
"1190",1190,119,1,3,1964,1,10,1,21,1,0,0,1,10,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,2,2,2,2,2,1,2,560,1,2,1,3,1,40,3,5,1,7.366666794,NA,53,1,0,0,0,1,NA,FALSE,TRUE,FALSE,FALSE,FALSE
"1191",1191,120,1,3,1968,1,1,3,22,0,0,0,1,50,0,0,0,1,0,1,150,0,0,0,0,0,0,0,0,0,3,2,2,2,3,2,1,700,1,2,2,4,2,40,2,5,3,7.366666794,NA,49,1,1,0,0,1,NA,FALSE,TRUE,FALSE,FALSE,FALSE
"1192",1192,120,1,3,1968,1,2,3,22,1,0,1,0,100,0,1,0,0,0,0,100,1,0,0,0,0,0,0,0,0,3,2,2,2,3,2,1,700,1,2,2,4,2,40,2,5,3,7.366666794,NA,49,1,1,0,0,1,NA,FALSE,TRUE,FALSE,FALSE,FALSE
"1193",1193,120,1,3,1968,1,3,2,22,0,1,0,0,20,0,1,1,0,1,0,10,1,0,0,0,0,0,0,0,0,3,2,2,2,3,2,1,700,1,2,2,4,2,40,2,5,3,7.366666794,NA,49,1,1,0,0,1,NA,FALSE,TRUE,FALSE,FALSE,FALSE
"1194",1194,120,1,3,1968,1,4,3,22,0,0,0,0,100,1,0,0,1,1,0,100,0,1,0,0,0,0,0,0,0,3,2,2,2,3,2,1,700,1,2,2,4,2,40,2,5,3,7.366666794,NA,49,1,1,0,0,1,NA,FALSE,TRUE,FALSE,FALSE,FALSE
"1195",1195,120,1,3,1968,1,5,2,22,1,0,0,0,100,1,0,0,0,0,1,50,0,1,0,0,0,0,0,0,0,3,2,2,2,3,2,1,700,1,2,2,4,2,40,2,5,3,7.366666794,NA,49,1,1,0,0,1,NA,FALSE,TRUE,FALSE,FALSE,FALSE
"1196",1196,120,1,3,1968,1,6,2,22,0,0,0,0,50,0,0,0,1,0,1,10,1,0,0,0,0,0,0,0,0,3,2,2,2,3,2,1,700,1,2,2,4,2,40,2,5,3,7.366666794,NA,49,1,1,0,0,1,NA,FALSE,TRUE,FALSE,FALSE,FALSE
"1197",1197,120,1,3,1968,1,7,2,22,0,1,1,0,50,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,3,2,2,2,3,2,1,700,1,2,2,4,2,40,2,5,3,7.366666794,NA,49,1,1,0,0,1,NA,FALSE,TRUE,FALSE,FALSE,FALSE
"1198",1198,120,1,3,1968,1,8,3,22,1,0,0,1,150,0,1,0,0,1,0,100,1,0,0,0,0,0,0,0,0,3,2,2,2,3,2,1,700,1,2,2,4,2,40,2,5,3,7.366666794,NA,49,1,1,0,0,1,NA,FALSE,TRUE,FALSE,FALSE,FALSE
