"IDRow","ID","consent","country","year","Block","ChoiceQuestion","Choice","ChoiceSum","alt1attr1hh2","alt1attr1hh3","alt1attr2coast2","alt1attr2coast3","alt1attr3cost","alt1attr4perk1","alt1attr4perk2","alt2attr1hh2","alt2attr1hh3","alt2attr2coast2","alt2attr2coast3","alt2attr3cost","alt2attr4perk1","alt2attr4perk2","alt3attr1hh2","alt3attr1hh3","alt3attr2coast2","alt3attr2coast3","alt3attr3cost","alt3attr4perk1","alt3attr4perk2","env1","env2","env3","env4","env5","env6","env7","pay_elecbill","marital_status","num_adults","num_children","education","economic_status","distance_coast","buy_green_energy","ideo","income","duration_mins","too_short","age","completed","female","England","NI","Scotland","Double_id","cohabit","employed","higheduc","highincome","green"
"745",745,75,1,2,1993,1,5,1,16,1,0,0,0,100,1,0,0,0,0,1,50,0,1,0,0,0,0,0,0,0,3,2,2,2,3,2,1,600,1,2,0,8,1,40,2,5,4,6.283333302,NA,24,1,0,0,1,0,NA,FALSE,TRUE,TRUE,FALSE,FALSE
"746",746,75,1,2,1993,1,6,2,16,0,0,0,0,50,0,0,0,1,0,1,10,1,0,0,0,0,0,0,0,0,3,2,2,2,3,2,1,600,1,2,0,8,1,40,2,5,4,6.283333302,NA,24,1,0,0,1,0,NA,FALSE,TRUE,TRUE,FALSE,FALSE
"747",747,75,1,2,1993,1,7,2,16,0,1,1,0,50,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,3,2,2,2,3,2,1,600,1,2,0,8,1,40,2,5,4,6.283333302,NA,24,1,0,0,1,0,NA,FALSE,TRUE,TRUE,FALSE,FALSE
"748",748,75,1,2,1993,1,8,3,16,1,0,0,1,150,0,1,0,0,1,0,100,1,0,0,0,0,0,0,0,0,3,2,2,2,3,2,1,600,1,2,0,8,1,40,2,5,4,6.283333302,NA,24,1,0,0,1,0,NA,FALSE,TRUE,TRUE,FALSE,FALSE
"749",749,75,1,2,1993,1,9,3,16,0,0,0,0,10,0,1,0,1,1,0,100,1,0,0,0,0,0,0,0,0,3,2,2,2,3,2,1,600,1,2,0,8,1,40,2,5,4,6.283333302,NA,24,1,0,0,1,0,NA,FALSE,TRUE,TRUE,FALSE,FALSE
"750",750,75,1,2,1993,1,10,1,16,1,0,0,1,10,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,3,2,2,2,3,2,1,600,1,2,0,8,1,40,2,5,4,6.283333302,NA,24,1,0,0,1,0,NA,FALSE,TRUE,TRUE,FALSE,FALSE
"761",761,77,1,2,1982,1,1,1,15,0,0,0,1,50,0,0,0,1,0,1,150,0,0,0,0,0,0,0,0,0,3,2,2,3,3,2,2,250,2,2,0,5,3,2,2,7,5,6.383333206,NA,35,1,0,0,1,0,NA,TRUE,TRUE,TRUE,TRUE,FALSE
"762",762,77,1,2,1982,1,2,3,15,1,0,1,0,100,0,1,0,0,0,0,100,1,0,0,0,0,0,0,0,0,3,2,2,3,3,2,2,250,2,2,0,5,3,2,2,7,5,6.383333206,NA,35,1,0,0,1,0,NA,TRUE,TRUE,TRUE,TRUE,FALSE
"763",763,77,1,2,1982,1,3,1,15,0,1,0,0,20,0,1,1,0,1,0,10,1,0,0,0,0,0,0,0,0,3,2,2,3,3,2,2,250,2,2,0,5,3,2,2,7,5,6.383333206,NA,35,1,0,0,1,0,NA,TRUE,TRUE,TRUE,TRUE,FALSE
"764",764,77,1,2,1982,1,4,1,15,0,0,0,0,100,1,0,0,1,1,0,100,0,1,0,0,0,0,0,0,0,3,2,2,3,3,2,2,250,2,2,0,5,3,2,2,7,5,6.383333206,NA,35,1,0,0,1,0,NA,TRUE,TRUE,TRUE,TRUE,FALSE
"765",765,77,1,2,1982,1,5,1,15,1,0,0,0,100,1,0,0,0,0,1,50,0,1,0,0,0,0,0,0,0,3,2,2,3,3,2,2,250,2,2,0,5,3,2,2,7,5,6.383333206,NA,35,1,0,0,1,0,NA,TRUE,TRUE,TRUE,TRUE,FALSE
"766",766,77,1,2,1982,1,6,1,15,0,0,0,0,50,0,0,0,1,0,1,10,1,0,0,0,0,0,0,0,0,3,2,2,3,3,2,2,250,2,2,0,5,3,2,2,7,5,6.383333206,NA,35,1,0,0,1,0,NA,TRUE,TRUE,TRUE,TRUE,FALSE
"767",767,77,1,2,1982,1,7,2,15,0,1,1,0,50,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,3,2,2,3,3,2,2,250,2,2,0,5,3,2,2,7,5,6.383333206,NA,35,1,0,0,1,0,NA,TRUE,TRUE,TRUE,TRUE,FALSE
"768",768,77,1,2,1982,1,8,2,15,1,0,0,1,150,0,1,0,0,1,0,100,1,0,0,0,0,0,0,0,0,3,2,2,3,3,2,2,250,2,2,0,5,3,2,2,7,5,6.383333206,NA,35,1,0,0,1,0,NA,TRUE,TRUE,TRUE,TRUE,FALSE
"769",769,77,1,2,1982,1,9,1,15,0,0,0,0,10,0,1,0,1,1,0,100,1,0,0,0,0,0,0,0,0,3,2,2,3,3,2,2,250,2,2,0,5,3,2,2,7,5,6.383333206,NA,35,1,0,0,1,0,NA,TRUE,TRUE,TRUE,TRUE,FALSE
"770",770,77,1,2,1982,1,10,2,15,1,0,0,1,10,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,3,2,2,3,3,2,2,250,2,2,0,5,3,2,2,7,5,6.383333206,NA,35,1,0,0,1,0,NA,TRUE,TRUE,TRUE,TRUE,FALSE
"771",771,78,1,2,1982,1,1,3,26,0,0,0,1,50,0,0,0,1,0,1,150,0,0,0,0,0,0,0,0,0,3,2,2,3,3,3,2,120,2,2,1,5,1,4,2,5,4,6.400000095,NA,35,1,0,0,1,0,NA,TRUE,TRUE,TRUE,FALSE,FALSE
"772",772,78,1,2,1982,1,2,3,26,1,0,1,0,100,0,1,0,0,0,0,100,1,0,0,0,0,0,0,0,0,3,2,2,3,3,3,2,120,2,2,1,5,1,4,2,5,4,6.400000095,NA,35,1,0,0,1,0,NA,TRUE,TRUE,TRUE,FALSE,FALSE
"773",773,78,1,2,1982,1,3,3,26,0,1,0,0,20,0,1,1,0,1,0,10,1,0,0,0,0,0,0,0,0,3,2,2,3,3,3,2,120,2,2,1,5,1,4,2,5,4,6.400000095,NA,35,1,0,0,1,0,NA,TRUE,TRUE,TRUE,FALSE,FALSE
"774",774,78,1,2,1982,1,4,3,26,0,0,0,0,100,1,0,0,1,1,0,100,0,1,0,0,0,0,0,0,0,3,2,2,3,3,3,2,120,2,2,1,5,1,4,2,5,4,6.400000095,NA,35,1,0,0,1,0,NA,TRUE,TRUE,TRUE,FALSE,FALSE
"775",775,78,1,2,1982,1,5,1,26,1,0,0,0,100,1,0,0,0,0,1,50,0,1,0,0,0,0,0,0,0,3,2,2,3,3,3,2,120,2,2,1,5,1,4,2,5,4,6.400000095,NA,35,1,0,0,1,0,NA,TRUE,TRUE,TRUE,FALSE,FALSE
"776",776,78,1,2,1982,1,6,1,26,0,0,0,0,50,0,0,0,1,0,1,10,1,0,0,0,0,0,0,0,0,3,2,2,3,3,3,2,120,2,2,1,5,1,4,2,5,4,6.400000095,NA,35,1,0,0,1,0,NA,TRUE,TRUE,TRUE,FALSE,FALSE
"777",777,78,1,2,1982,1,7,3,26,0,1,1,0,50,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,3,2,2,3,3,3,2,120,2,2,1,5,1,4,2,5,4,6.400000095,NA,35,1,0,0,1,0,NA,TRUE,TRUE,TRUE,FALSE,FALSE
"778",778,78,1,2,1982,1,8,3,26,1,0,0,1,150,0,1,0,0,1,0,100,1,0,0,0,0,0,0,0,0,3,2,2,3,3,3,2,120,2,2,1,5,1,4,2,5,4,6.400000095,NA,35,1,0,0,1,0,NA,TRUE,TRUE,TRUE,FALSE,FALSE
"779",779,78,1,2,1982,1,9,3,26,0,0,0,0,10,0,1,0,1,1,0,100,1,0,0,0,0,0,0,0,0,3,2,2,3,3,3,2,120,2,2,1,5,1,4,2,5,4,6.400000095,NA,35,1,0,0,1,0,NA,TRUE,TRUE,TRUE,FALSE,FALSE
"780",780,78,1,2,1982,1,10,3,26,1,0,0,1,10,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,3,2,2,3,3,3,2,120,2,2,1,5,1,4,2,5,4,6.400000095,NA,35,1,0,0,1,0,NA,TRUE,TRUE,TRUE,FALSE,FALSE
"781",781,79,1,2,1969,1,1,3,24,0,0,0,1,50,0,0,0,1,0,1,150,0,0,0,0,0,0,0,0,0,2,2,2,2,3,2,2,650,2,2,2,3,6,13,2,3,2,6.433333397,NA,48,1,1,0,1,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE
"782",782,79,1,2,1969,1,2,3,24,1,0,1,0,100,0,1,0,0,0,0,100,1,0,0,0,0,0,0,0,0,2,2,2,2,3,2,2,650,2,2,2,3,6,13,2,3,2,6.433333397,NA,48,1,1,0,1,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE
"783",783,79,1,2,1969,1,3,2,24,0,1,0,0,20,0,1,1,0,1,0,10,1,0,0,0,0,0,0,0,0,2,2,2,2,3,2,2,650,2,2,2,3,6,13,2,3,2,6.433333397,NA,48,1,1,0,1,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE
"784",784,79,1,2,1969,1,4,3,24,0,0,0,0,100,1,0,0,1,1,0,100,0,1,0,0,0,0,0,0,0,2,2,2,2,3,2,2,650,2,2,2,3,6,13,2,3,2,6.433333397,NA,48,1,1,0,1,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE
"785",785,79,1,2,1969,1,5,3,24,1,0,0,0,100,1,0,0,0,0,1,50,0,1,0,0,0,0,0,0,0,2,2,2,2,3,2,2,650,2,2,2,3,6,13,2,3,2,6.433333397,NA,48,1,1,0,1,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE
"786",786,79,1,2,1969,1,6,2,24,0,0,0,0,50,0,0,0,1,0,1,10,1,0,0,0,0,0,0,0,0,2,2,2,2,3,2,2,650,2,2,2,3,6,13,2,3,2,6.433333397,NA,48,1,1,0,1,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE
"787",787,79,1,2,1969,1,7,2,24,0,1,1,0,50,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,2,2,2,2,3,2,2,650,2,2,2,3,6,13,2,3,2,6.433333397,NA,48,1,1,0,1,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE
"788",788,79,1,2,1969,1,8,3,24,1,0,0,1,150,0,1,0,0,1,0,100,1,0,0,0,0,0,0,0,0,2,2,2,2,3,2,2,650,2,2,2,3,6,13,2,3,2,6.433333397,NA,48,1,1,0,1,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE
"789",789,79,1,2,1969,1,9,1,24,0,0,0,0,10,0,1,0,1,1,0,100,1,0,0,0,0,0,0,0,0,2,2,2,2,3,2,2,650,2,2,2,3,6,13,2,3,2,6.433333397,NA,48,1,1,0,1,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE
"790",790,79,1,2,1969,1,10,2,24,1,0,0,1,10,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,2,2,2,2,3,2,2,650,2,2,2,3,6,13,2,3,2,6.433333397,NA,48,1,1,0,1,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE
"791",791,80,1,2,1965,1,1,2,19,0,0,0,1,50,0,0,0,1,0,1,150,0,0,0,0,0,0,0,0,0,1,2,3,1,2,2,2,20,1,2,1,3,2,2,2,6,2,6.449999809,NA,52,1,1,0,1,0,NA,FALSE,TRUE,FALSE,FALSE,FALSE
"792",792,80,1,2,1965,1,2,2,19,1,0,1,0,100,0,1,0,0,0,0,100,1,0,0,0,0,0,0,0,0,1,2,3,1,2,2,2,20,1,2,1,3,2,2,2,6,2,6.449999809,NA,52,1,1,0,1,0,NA,FALSE,TRUE,FALSE,FALSE,FALSE
"793",793,80,1,2,1965,1,3,2,19,0,1,0,0,20,0,1,1,0,1,0,10,1,0,0,0,0,0,0,0,0,1,2,3,1,2,2,2,20,1,2,1,3,2,2,2,6,2,6.449999809,NA,52,1,1,0,1,0,NA,FALSE,TRUE,FALSE,FALSE,FALSE
"794",794,80,1,2,1965,1,4,2,19,0,0,0,0,100,1,0,0,1,1,0,100,0,1,0,0,0,0,0,0,0,1,2,3,1,2,2,2,20,1,2,1,3,2,2,2,6,2,6.449999809,NA,52,1,1,0,1,0,NA,FALSE,TRUE,FALSE,FALSE,FALSE
"795",795,80,1,2,1965,1,5,1,19,1,0,0,0,100,1,0,0,0,0,1,50,0,1,0,0,0,0,0,0,0,1,2,3,1,2,2,2,20,1,2,1,3,2,2,2,6,2,6.449999809,NA,52,1,1,0,1,0,NA,FALSE,TRUE,FALSE,FALSE,FALSE
"796",796,80,1,2,1965,1,6,2,19,0,0,0,0,50,0,0,0,1,0,1,10,1,0,0,0,0,0,0,0,0,1,2,3,1,2,2,2,20,1,2,1,3,2,2,2,6,2,6.449999809,NA,52,1,1,0,1,0,NA,FALSE,TRUE,FALSE,FALSE,FALSE
"797",797,80,1,2,1965,1,7,2,19,0,1,1,0,50,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,1,2,3,1,2,2,2,20,1,2,1,3,2,2,2,6,2,6.449999809,NA,52,1,1,0,1,0,NA,FALSE,TRUE,FALSE,FALSE,FALSE
"798",798,80,1,2,1965,1,8,2,19,1,0,0,1,150,0,1,0,0,1,0,100,1,0,0,0,0,0,0,0,0,1,2,3,1,2,2,2,20,1,2,1,3,2,2,2,6,2,6.449999809,NA,52,1,1,0,1,0,NA,FALSE,TRUE,FALSE,FALSE,FALSE
"799",799,80,1,2,1965,1,9,2,19,0,0,0,0,10,0,1,0,1,1,0,100,1,0,0,0,0,0,0,0,0,1,2,3,1,2,2,2,20,1,2,1,3,2,2,2,6,2,6.449999809,NA,52,1,1,0,1,0,NA,FALSE,TRUE,FALSE,FALSE,FALSE
"800",800,80,1,2,1965,1,10,2,19,1,0,0,1,10,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,1,2,3,1,2,2,2,20,1,2,1,3,2,2,2,6,2,6.449999809,NA,52,1,1,0,1,0,NA,FALSE,TRUE,FALSE,FALSE,FALSE
"801",801,81,1,2,1967,1,1,3,22,0,0,0,1,50,0,0,0,1,0,1,150,0,0,0,0,0,0,0,0,0,2,3,3,2,3,3,2,1300,2,2,2,3,1,150,2,5,1,6.5,NA,50,1,0,0,1,0,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"802",802,81,1,2,1967,1,2,3,22,1,0,1,0,100,0,1,0,0,0,0,100,1,0,0,0,0,0,0,0,0,2,3,3,2,3,3,2,1300,2,2,2,3,1,150,2,5,1,6.5,NA,50,1,0,0,1,0,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"803",803,81,1,2,1967,1,3,1,22,0,1,0,0,20,0,1,1,0,1,0,10,1,0,0,0,0,0,0,0,0,2,3,3,2,3,3,2,1300,2,2,2,3,1,150,2,5,1,6.5,NA,50,1,0,0,1,0,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"804",804,81,1,2,1967,1,4,3,22,0,0,0,0,100,1,0,0,1,1,0,100,0,1,0,0,0,0,0,0,0,2,3,3,2,3,3,2,1300,2,2,2,3,1,150,2,5,1,6.5,NA,50,1,0,0,1,0,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"805",805,81,1,2,1967,1,5,3,22,1,0,0,0,100,1,0,0,0,0,1,50,0,1,0,0,0,0,0,0,0,2,3,3,2,3,3,2,1300,2,2,2,3,1,150,2,5,1,6.5,NA,50,1,0,0,1,0,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"806",806,81,1,2,1967,1,6,2,22,0,0,0,0,50,0,0,0,1,0,1,10,1,0,0,0,0,0,0,0,0,2,3,3,2,3,3,2,1300,2,2,2,3,1,150,2,5,1,6.5,NA,50,1,0,0,1,0,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"807",807,81,1,2,1967,1,7,2,22,0,1,1,0,50,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,2,3,3,2,3,3,2,1300,2,2,2,3,1,150,2,5,1,6.5,NA,50,1,0,0,1,0,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"808",808,81,1,2,1967,1,8,3,22,1,0,0,1,150,0,1,0,0,1,0,100,1,0,0,0,0,0,0,0,0,2,3,3,2,3,3,2,1300,2,2,2,3,1,150,2,5,1,6.5,NA,50,1,0,0,1,0,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"809",809,81,1,2,1967,1,9,1,22,0,0,0,0,10,0,1,0,1,1,0,100,1,0,0,0,0,0,0,0,0,2,3,3,2,3,3,2,1300,2,2,2,3,1,150,2,5,1,6.5,NA,50,1,0,0,1,0,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"810",810,81,1,2,1967,1,10,1,22,1,0,0,1,10,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,2,3,3,2,3,3,2,1300,2,2,2,3,1,150,2,5,1,6.5,NA,50,1,0,0,1,0,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"871",871,88,1,2,1997,1,1,3,25,0,0,0,1,50,0,0,0,1,0,1,150,0,0,0,0,0,0,0,0,0,3,3,3,2,2,2,2,1500,1,4,2,5,7,2.5,2,3,1,6.699999809,NA,20,1,1,0,1,0,NA,FALSE,FALSE,TRUE,FALSE,FALSE
"872",872,88,1,2,1997,1,2,3,25,1,0,1,0,100,0,1,0,0,0,0,100,1,0,0,0,0,0,0,0,0,3,3,3,2,2,2,2,1500,1,4,2,5,7,2.5,2,3,1,6.699999809,NA,20,1,1,0,1,0,NA,FALSE,FALSE,TRUE,FALSE,FALSE
"873",873,88,1,2,1997,1,3,1,25,0,1,0,0,20,0,1,1,0,1,0,10,1,0,0,0,0,0,0,0,0,3,3,3,2,2,2,2,1500,1,4,2,5,7,2.5,2,3,1,6.699999809,NA,20,1,1,0,1,0,NA,FALSE,FALSE,TRUE,FALSE,FALSE
"874",874,88,1,2,1997,1,4,2,25,0,0,0,0,100,1,0,0,1,1,0,100,0,1,0,0,0,0,0,0,0,3,3,3,2,2,2,2,1500,1,4,2,5,7,2.5,2,3,1,6.699999809,NA,20,1,1,0,1,0,NA,FALSE,FALSE,TRUE,FALSE,FALSE
"875",875,88,1,2,1997,1,5,3,25,1,0,0,0,100,1,0,0,0,0,1,50,0,1,0,0,0,0,0,0,0,3,3,3,2,2,2,2,1500,1,4,2,5,7,2.5,2,3,1,6.699999809,NA,20,1,1,0,1,0,NA,FALSE,FALSE,TRUE,FALSE,FALSE
"876",876,88,1,2,1997,1,6,3,25,0,0,0,0,50,0,0,0,1,0,1,10,1,0,0,0,0,0,0,0,0,3,3,3,2,2,2,2,1500,1,4,2,5,7,2.5,2,3,1,6.699999809,NA,20,1,1,0,1,0,NA,FALSE,FALSE,TRUE,FALSE,FALSE
"877",877,88,1,2,1997,1,7,3,25,0,1,1,0,50,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,3,3,3,2,2,2,2,1500,1,4,2,5,7,2.5,2,3,1,6.699999809,NA,20,1,1,0,1,0,NA,FALSE,FALSE,TRUE,FALSE,FALSE
"878",878,88,1,2,1997,1,8,1,25,1,0,0,1,150,0,1,0,0,1,0,100,1,0,0,0,0,0,0,0,0,3,3,3,2,2,2,2,1500,1,4,2,5,7,2.5,2,3,1,6.699999809,NA,20,1,1,0,1,0,NA,FALSE,FALSE,TRUE,FALSE,FALSE
"879",879,88,1,2,1997,1,9,3,25,0,0,0,0,10,0,1,0,1,1,0,100,1,0,0,0,0,0,0,0,0,3,3,3,2,2,2,2,1500,1,4,2,5,7,2.5,2,3,1,6.699999809,NA,20,1,1,0,1,0,NA,FALSE,FALSE,TRUE,FALSE,FALSE
"880",880,88,1,2,1997,1,10,3,25,1,0,0,1,10,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,3,3,3,2,2,2,2,1500,1,4,2,5,7,2.5,2,3,1,6.699999809,NA,20,1,1,0,1,0,NA,FALSE,FALSE,TRUE,FALSE,FALSE
"921",921,93,1,2,1968,1,1,2,16,0,0,0,1,50,0,0,0,1,0,1,150,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,200,2,2,0,3,1,8,2,5,4,6.849999905,NA,49,1,0,0,1,0,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"922",922,93,1,2,1968,1,2,3,16,1,0,1,0,100,0,1,0,0,0,0,100,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,200,2,2,0,3,1,8,2,5,4,6.849999905,NA,49,1,0,0,1,0,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"923",923,93,1,2,1968,1,3,1,16,0,1,0,0,20,0,1,1,0,1,0,10,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,200,2,2,0,3,1,8,2,5,4,6.849999905,NA,49,1,0,0,1,0,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"924",924,93,1,2,1968,1,4,2,16,0,0,0,0,100,1,0,0,1,1,0,100,0,1,0,0,0,0,0,0,0,2,2,2,2,2,2,1,200,2,2,0,3,1,8,2,5,4,6.849999905,NA,49,1,0,0,1,0,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"925",925,93,1,2,1968,1,5,1,16,1,0,0,0,100,1,0,0,0,0,1,50,0,1,0,0,0,0,0,0,0,2,2,2,2,2,2,1,200,2,2,0,3,1,8,2,5,4,6.849999905,NA,49,1,0,0,1,0,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"926",926,93,1,2,1968,1,6,2,16,0,0,0,0,50,0,0,0,1,0,1,10,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,200,2,2,0,3,1,8,2,5,4,6.849999905,NA,49,1,0,0,1,0,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"927",927,93,1,2,1968,1,7,1,16,0,1,1,0,50,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,200,2,2,0,3,1,8,2,5,4,6.849999905,NA,49,1,0,0,1,0,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"928",928,93,1,2,1968,1,8,1,16,1,0,0,1,150,0,1,0,0,1,0,100,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,200,2,2,0,3,1,8,2,5,4,6.849999905,NA,49,1,0,0,1,0,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"929",929,93,1,2,1968,1,9,2,16,0,0,0,0,10,0,1,0,1,1,0,100,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,200,2,2,0,3,1,8,2,5,4,6.849999905,NA,49,1,0,0,1,0,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"930",930,93,1,2,1968,1,10,1,16,1,0,0,1,10,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,2,2,2,2,2,2,1,200,2,2,0,3,1,8,2,5,4,6.849999905,NA,49,1,0,0,1,0,NA,TRUE,TRUE,FALSE,FALSE,FALSE
