"IDRow","ID","consent","country","year","Block","ChoiceQuestion","Choice","ChoiceSum","alt1attr1hh2","alt1attr1hh3","alt1attr2coast2","alt1attr2coast3","alt1attr3cost","alt1attr4perk1","alt1attr4perk2","alt2attr1hh2","alt2attr1hh3","alt2attr2coast2","alt2attr2coast3","alt2attr3cost","alt2attr4perk1","alt2attr4perk2","alt3attr1hh2","alt3attr1hh3","alt3attr2coast2","alt3attr2coast3","alt3attr3cost","alt3attr4perk1","alt3attr4perk2","env1","env2","env3","env4","env5","env6","env7","pay_elecbill","marital_status","num_adults","num_children","education","economic_status","distance_coast","buy_green_energy","ideo","income","duration_mins","too_short","age","completed","female","England","NI","Scotland","Double_id"
"661",661,67,1,1,1984,1,1,1,15,0,0,0,1,50,0,0,0,1,0,1,150,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1500,5,2,2,3,1,5,2,2,4,6.016666889,NA,33,1,0,1,0,0,NA
"662",662,67,1,1,1984,1,2,1,15,1,0,1,0,100,0,1,0,0,0,0,100,1,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1500,5,2,2,3,1,5,2,2,4,6.016666889,NA,33,1,0,1,0,0,NA
"663",663,67,1,1,1984,1,3,1,15,0,1,0,0,20,0,1,1,0,1,0,10,1,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1500,5,2,2,3,1,5,2,2,4,6.016666889,NA,33,1,0,1,0,0,NA
"664",664,67,1,1,1984,1,4,2,15,0,0,0,0,100,1,0,0,1,1,0,100,0,1,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1500,5,2,2,3,1,5,2,2,4,6.016666889,NA,33,1,0,1,0,0,NA
"665",665,67,1,1,1984,1,5,2,15,1,0,0,0,100,1,0,0,0,0,1,50,0,1,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1500,5,2,2,3,1,5,2,2,4,6.016666889,NA,33,1,0,1,0,0,NA
"666",666,67,1,1,1984,1,6,2,15,0,0,0,0,50,0,0,0,1,0,1,10,1,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1500,5,2,2,3,1,5,2,2,4,6.016666889,NA,33,1,0,1,0,0,NA
"667",667,67,1,1,1984,1,7,2,15,0,1,1,0,50,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1500,5,2,2,3,1,5,2,2,4,6.016666889,NA,33,1,0,1,0,0,NA
"668",668,67,1,1,1984,1,8,2,15,1,0,0,1,150,0,1,0,0,1,0,100,1,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1500,5,2,2,3,1,5,2,2,4,6.016666889,NA,33,1,0,1,0,0,NA
"669",669,67,1,1,1984,1,9,1,15,0,0,0,0,10,0,1,0,1,1,0,100,1,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1500,5,2,2,3,1,5,2,2,4,6.016666889,NA,33,1,0,1,0,0,NA
"670",670,67,1,1,1984,1,10,1,15,1,0,0,1,10,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1500,5,2,2,3,1,5,2,2,4,6.016666889,NA,33,1,0,1,0,0,NA
"671",671,68,1,1,1952,1,1,3,26,0,0,0,1,50,0,0,0,1,0,1,150,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,900,2,2,0,5,4,0,3,6,3,6.033333302,NA,65,1,1,1,0,0,NA
"672",672,68,1,1,1952,1,2,3,26,1,0,1,0,100,0,1,0,0,0,0,100,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,900,2,2,0,5,4,0,3,6,3,6.033333302,NA,65,1,1,1,0,0,NA
"673",673,68,1,1,1952,1,3,2,26,0,1,0,0,20,0,1,1,0,1,0,10,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,900,2,2,0,5,4,0,3,6,3,6.033333302,NA,65,1,1,1,0,0,NA
"674",674,68,1,1,1952,1,4,3,26,0,0,0,0,100,1,0,0,1,1,0,100,0,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,900,2,2,0,5,4,0,3,6,3,6.033333302,NA,65,1,1,1,0,0,NA
"675",675,68,1,1,1952,1,5,3,26,1,0,0,0,100,1,0,0,0,0,1,50,0,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,900,2,2,0,5,4,0,3,6,3,6.033333302,NA,65,1,1,1,0,0,NA
"676",676,68,1,1,1952,1,6,2,26,0,0,0,0,50,0,0,0,1,0,1,10,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,900,2,2,0,5,4,0,3,6,3,6.033333302,NA,65,1,1,1,0,0,NA
"677",677,68,1,1,1952,1,7,2,26,0,1,1,0,50,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,900,2,2,0,5,4,0,3,6,3,6.033333302,NA,65,1,1,1,0,0,NA
"678",678,68,1,1,1952,1,8,3,26,1,0,0,1,150,0,1,0,0,1,0,100,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,900,2,2,0,5,4,0,3,6,3,6.033333302,NA,65,1,1,1,0,0,NA
"679",679,68,1,1,1952,1,9,3,26,0,0,0,0,10,0,1,0,1,1,0,100,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,900,2,2,0,5,4,0,3,6,3,6.033333302,NA,65,1,1,1,0,0,NA
"680",680,68,1,1,1952,1,10,2,26,1,0,0,1,10,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,900,2,2,0,5,4,0,3,6,3,6.033333302,NA,65,1,1,1,0,0,NA
"681",681,69,1,2,1987,1,1,2,20,0,0,0,1,50,0,0,0,1,0,1,150,0,0,0,0,0,0,0,0,0,3,4,2,2,3,4,2,300,1,3,0,5,1,8,2,6,4,6.050000191,NA,30,1,0,0,1,0,NA
"682",682,69,1,2,1987,1,2,1,20,1,0,1,0,100,0,1,0,0,0,0,100,1,0,0,0,0,0,0,0,0,3,4,2,2,3,4,2,300,1,3,0,5,1,8,2,6,4,6.050000191,NA,30,1,0,0,1,0,NA
"683",683,69,1,2,1987,1,3,3,20,0,1,0,0,20,0,1,1,0,1,0,10,1,0,0,0,0,0,0,0,0,3,4,2,2,3,4,2,300,1,3,0,5,1,8,2,6,4,6.050000191,NA,30,1,0,0,1,0,NA
"684",684,69,1,2,1987,1,4,3,20,0,0,0,0,100,1,0,0,1,1,0,100,0,1,0,0,0,0,0,0,0,3,4,2,2,3,4,2,300,1,3,0,5,1,8,2,6,4,6.050000191,NA,30,1,0,0,1,0,NA
"685",685,69,1,2,1987,1,5,3,20,1,0,0,0,100,1,0,0,0,0,1,50,0,1,0,0,0,0,0,0,0,3,4,2,2,3,4,2,300,1,3,0,5,1,8,2,6,4,6.050000191,NA,30,1,0,0,1,0,NA
"686",686,69,1,2,1987,1,6,1,20,0,0,0,0,50,0,0,0,1,0,1,10,1,0,0,0,0,0,0,0,0,3,4,2,2,3,4,2,300,1,3,0,5,1,8,2,6,4,6.050000191,NA,30,1,0,0,1,0,NA
"687",687,69,1,2,1987,1,7,2,20,0,1,1,0,50,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,3,4,2,2,3,4,2,300,1,3,0,5,1,8,2,6,4,6.050000191,NA,30,1,0,0,1,0,NA
"688",688,69,1,2,1987,1,8,2,20,1,0,0,1,150,0,1,0,0,1,0,100,1,0,0,0,0,0,0,0,0,3,4,2,2,3,4,2,300,1,3,0,5,1,8,2,6,4,6.050000191,NA,30,1,0,0,1,0,NA
"689",689,69,1,2,1987,1,9,1,20,0,0,0,0,10,0,1,0,1,1,0,100,1,0,0,0,0,0,0,0,0,3,4,2,2,3,4,2,300,1,3,0,5,1,8,2,6,4,6.050000191,NA,30,1,0,0,1,0,NA
"690",690,69,1,2,1987,1,10,2,20,1,0,0,1,10,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,3,4,2,2,3,4,2,300,1,3,0,5,1,8,2,6,4,6.050000191,NA,30,1,0,0,1,0,NA
"711",711,72,1,1,1968,1,1,1,19,0,0,0,1,50,0,0,0,1,0,1,150,0,0,0,0,0,0,0,0,0,3,3,3,1,2,1,1,600,2,2,3,4,2,60,2,6,5,6.266666889,NA,49,1,1,1,0,0,NA
"712",712,72,1,1,1968,1,2,3,19,1,0,1,0,100,0,1,0,0,0,0,100,1,0,0,0,0,0,0,0,0,3,3,3,1,2,1,1,600,2,2,3,4,2,60,2,6,5,6.266666889,NA,49,1,1,1,0,0,NA
"713",713,72,1,1,1968,1,3,1,19,0,1,0,0,20,0,1,1,0,1,0,10,1,0,0,0,0,0,0,0,0,3,3,3,1,2,1,1,600,2,2,3,4,2,60,2,6,5,6.266666889,NA,49,1,1,1,0,0,NA
"714",714,72,1,1,1968,1,4,3,19,0,0,0,0,100,1,0,0,1,1,0,100,0,1,0,0,0,0,0,0,0,3,3,3,1,2,1,1,600,2,2,3,4,2,60,2,6,5,6.266666889,NA,49,1,1,1,0,0,NA
"715",715,72,1,1,1968,1,5,2,19,1,0,0,0,100,1,0,0,0,0,1,50,0,1,0,0,0,0,0,0,0,3,3,3,1,2,1,1,600,2,2,3,4,2,60,2,6,5,6.266666889,NA,49,1,1,1,0,0,NA
"716",716,72,1,1,1968,1,6,2,19,0,0,0,0,50,0,0,0,1,0,1,10,1,0,0,0,0,0,0,0,0,3,3,3,1,2,1,1,600,2,2,3,4,2,60,2,6,5,6.266666889,NA,49,1,1,1,0,0,NA
"717",717,72,1,1,1968,1,7,2,19,0,1,1,0,50,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,3,3,3,1,2,1,1,600,2,2,3,4,2,60,2,6,5,6.266666889,NA,49,1,1,1,0,0,NA
"718",718,72,1,1,1968,1,8,3,19,1,0,0,1,150,0,1,0,0,1,0,100,1,0,0,0,0,0,0,0,0,3,3,3,1,2,1,1,600,2,2,3,4,2,60,2,6,5,6.266666889,NA,49,1,1,1,0,0,NA
"719",719,72,1,1,1968,1,9,1,19,0,0,0,0,10,0,1,0,1,1,0,100,1,0,0,0,0,0,0,0,0,3,3,3,1,2,1,1,600,2,2,3,4,2,60,2,6,5,6.266666889,NA,49,1,1,1,0,0,NA
"720",720,72,1,1,1968,1,10,1,19,1,0,0,1,10,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,3,3,3,1,2,1,1,600,2,2,3,4,2,60,2,6,5,6.266666889,NA,49,1,1,1,0,0,NA
"721",721,73,1,1,1999,1,1,3,25,0,0,0,1,50,0,0,0,1,0,1,150,0,0,0,0,0,0,0,0,0,2,2,3,1,1,1,2,40,1,2,1,6,7,140,2,4,1,6.266666889,NA,18,1,0,1,0,0,NA
"722",722,73,1,1,1999,1,2,3,25,1,0,1,0,100,0,1,0,0,0,0,100,1,0,0,0,0,0,0,0,0,2,2,3,1,1,1,2,40,1,2,1,6,7,140,2,4,1,6.266666889,NA,18,1,0,1,0,0,NA
"723",723,73,1,1,1999,1,3,1,25,0,1,0,0,20,0,1,1,0,1,0,10,1,0,0,0,0,0,0,0,0,2,2,3,1,1,1,2,40,1,2,1,6,7,140,2,4,1,6.266666889,NA,18,1,0,1,0,0,NA
"724",724,73,1,1,1999,1,4,2,25,0,0,0,0,100,1,0,0,1,1,0,100,0,1,0,0,0,0,0,0,0,2,2,3,1,1,1,2,40,1,2,1,6,7,140,2,4,1,6.266666889,NA,18,1,0,1,0,0,NA
"725",725,73,1,1,1999,1,5,3,25,1,0,0,0,100,1,0,0,0,0,1,50,0,1,0,0,0,0,0,0,0,2,2,3,1,1,1,2,40,1,2,1,6,7,140,2,4,1,6.266666889,NA,18,1,0,1,0,0,NA
"726",726,73,1,1,1999,1,6,2,25,0,0,0,0,50,0,0,0,1,0,1,10,1,0,0,0,0,0,0,0,0,2,2,3,1,1,1,2,40,1,2,1,6,7,140,2,4,1,6.266666889,NA,18,1,0,1,0,0,NA
"727",727,73,1,1,1999,1,7,2,25,0,1,1,0,50,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,2,2,3,1,1,1,2,40,1,2,1,6,7,140,2,4,1,6.266666889,NA,18,1,0,1,0,0,NA
"728",728,73,1,1,1999,1,8,3,25,1,0,0,1,150,0,1,0,0,1,0,100,1,0,0,0,0,0,0,0,0,2,2,3,1,1,1,2,40,1,2,1,6,7,140,2,4,1,6.266666889,NA,18,1,0,1,0,0,NA
"729",729,73,1,1,1999,1,9,3,25,0,0,0,0,10,0,1,0,1,1,0,100,1,0,0,0,0,0,0,0,0,2,2,3,1,1,1,2,40,1,2,1,6,7,140,2,4,1,6.266666889,NA,18,1,0,1,0,0,NA
"730",730,73,1,1,1999,1,10,3,25,1,0,0,1,10,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,2,2,3,1,1,1,2,40,1,2,1,6,7,140,2,4,1,6.266666889,NA,18,1,0,1,0,0,NA
"741",741,75,1,2,1993,1,1,1,16,0,0,0,1,50,0,0,0,1,0,1,150,0,0,0,0,0,0,0,0,0,3,2,2,2,3,2,1,600,1,2,0,8,1,40,2,5,4,6.283333302,NA,24,1,0,0,1,0,NA
"742",742,75,1,2,1993,1,2,1,16,1,0,1,0,100,0,1,0,0,0,0,100,1,0,0,0,0,0,0,0,0,3,2,2,2,3,2,1,600,1,2,0,8,1,40,2,5,4,6.283333302,NA,24,1,0,0,1,0,NA
"743",743,75,1,2,1993,1,3,1,16,0,1,0,0,20,0,1,1,0,1,0,10,1,0,0,0,0,0,0,0,0,3,2,2,2,3,2,1,600,1,2,0,8,1,40,2,5,4,6.283333302,NA,24,1,0,0,1,0,NA
"744",744,75,1,2,1993,1,4,1,16,0,0,0,0,100,1,0,0,1,1,0,100,0,1,0,0,0,0,0,0,0,3,2,2,2,3,2,1,600,1,2,0,8,1,40,2,5,4,6.283333302,NA,24,1,0,0,1,0,NA
"745",745,75,1,2,1993,1,5,1,16,1,0,0,0,100,1,0,0,0,0,1,50,0,1,0,0,0,0,0,0,0,3,2,2,2,3,2,1,600,1,2,0,8,1,40,2,5,4,6.283333302,NA,24,1,0,0,1,0,NA
"746",746,75,1,2,1993,1,6,2,16,0,0,0,0,50,0,0,0,1,0,1,10,1,0,0,0,0,0,0,0,0,3,2,2,2,3,2,1,600,1,2,0,8,1,40,2,5,4,6.283333302,NA,24,1,0,0,1,0,NA
"747",747,75,1,2,1993,1,7,2,16,0,1,1,0,50,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,3,2,2,2,3,2,1,600,1,2,0,8,1,40,2,5,4,6.283333302,NA,24,1,0,0,1,0,NA
"748",748,75,1,2,1993,1,8,3,16,1,0,0,1,150,0,1,0,0,1,0,100,1,0,0,0,0,0,0,0,0,3,2,2,2,3,2,1,600,1,2,0,8,1,40,2,5,4,6.283333302,NA,24,1,0,0,1,0,NA
"749",749,75,1,2,1993,1,9,3,16,0,0,0,0,10,0,1,0,1,1,0,100,1,0,0,0,0,0,0,0,0,3,2,2,2,3,2,1,600,1,2,0,8,1,40,2,5,4,6.283333302,NA,24,1,0,0,1,0,NA
"750",750,75,1,2,1993,1,10,1,16,1,0,0,1,10,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,3,2,2,2,3,2,1,600,1,2,0,8,1,40,2,5,4,6.283333302,NA,24,1,0,0,1,0,NA
"751",751,76,1,1,1977,1,1,1,14,0,0,0,1,50,0,0,0,1,0,1,150,0,0,0,0,0,0,0,0,0,2,3,2,1,3,3,3,300,1,1,1,4,1,9,2,8,3,6.283333302,NA,40,1,0,1,0,0,NA
"752",752,76,1,1,1977,1,2,1,14,1,0,1,0,100,0,1,0,0,0,0,100,1,0,0,0,0,0,0,0,0,2,3,2,1,3,3,3,300,1,1,1,4,1,9,2,8,3,6.283333302,NA,40,1,0,1,0,0,NA
"753",753,76,1,1,1977,1,3,2,14,0,1,0,0,20,0,1,1,0,1,0,10,1,0,0,0,0,0,0,0,0,2,3,2,1,3,3,3,300,1,1,1,4,1,9,2,8,3,6.283333302,NA,40,1,0,1,0,0,NA
"754",754,76,1,1,1977,1,4,1,14,0,0,0,0,100,1,0,0,1,1,0,100,0,1,0,0,0,0,0,0,0,2,3,2,1,3,3,3,300,1,1,1,4,1,9,2,8,3,6.283333302,NA,40,1,0,1,0,0,NA
"755",755,76,1,1,1977,1,5,2,14,1,0,0,0,100,1,0,0,0,0,1,50,0,1,0,0,0,0,0,0,0,2,3,2,1,3,3,3,300,1,1,1,4,1,9,2,8,3,6.283333302,NA,40,1,0,1,0,0,NA
"756",756,76,1,1,1977,1,6,2,14,0,0,0,0,50,0,0,0,1,0,1,10,1,0,0,0,0,0,0,0,0,2,3,2,1,3,3,3,300,1,1,1,4,1,9,2,8,3,6.283333302,NA,40,1,0,1,0,0,NA
"757",757,76,1,1,1977,1,7,1,14,0,1,1,0,50,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,2,3,2,1,3,3,3,300,1,1,1,4,1,9,2,8,3,6.283333302,NA,40,1,0,1,0,0,NA
"758",758,76,1,1,1977,1,8,2,14,1,0,0,1,150,0,1,0,0,1,0,100,1,0,0,0,0,0,0,0,0,2,3,2,1,3,3,3,300,1,1,1,4,1,9,2,8,3,6.283333302,NA,40,1,0,1,0,0,NA
"759",759,76,1,1,1977,1,9,1,14,0,0,0,0,10,0,1,0,1,1,0,100,1,0,0,0,0,0,0,0,0,2,3,2,1,3,3,3,300,1,1,1,4,1,9,2,8,3,6.283333302,NA,40,1,0,1,0,0,NA
"760",760,76,1,1,1977,1,10,1,14,1,0,0,1,10,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,2,3,2,1,3,3,3,300,1,1,1,4,1,9,2,8,3,6.283333302,NA,40,1,0,1,0,0,NA
"761",761,77,1,2,1982,1,1,1,15,0,0,0,1,50,0,0,0,1,0,1,150,0,0,0,0,0,0,0,0,0,3,2,2,3,3,2,2,250,2,2,0,5,3,2,2,7,5,6.383333206,NA,35,1,0,0,1,0,NA
"762",762,77,1,2,1982,1,2,3,15,1,0,1,0,100,0,1,0,0,0,0,100,1,0,0,0,0,0,0,0,0,3,2,2,3,3,2,2,250,2,2,0,5,3,2,2,7,5,6.383333206,NA,35,1,0,0,1,0,NA
"763",763,77,1,2,1982,1,3,1,15,0,1,0,0,20,0,1,1,0,1,0,10,1,0,0,0,0,0,0,0,0,3,2,2,3,3,2,2,250,2,2,0,5,3,2,2,7,5,6.383333206,NA,35,1,0,0,1,0,NA
"764",764,77,1,2,1982,1,4,1,15,0,0,0,0,100,1,0,0,1,1,0,100,0,1,0,0,0,0,0,0,0,3,2,2,3,3,2,2,250,2,2,0,5,3,2,2,7,5,6.383333206,NA,35,1,0,0,1,0,NA
"765",765,77,1,2,1982,1,5,1,15,1,0,0,0,100,1,0,0,0,0,1,50,0,1,0,0,0,0,0,0,0,3,2,2,3,3,2,2,250,2,2,0,5,3,2,2,7,5,6.383333206,NA,35,1,0,0,1,0,NA
"766",766,77,1,2,1982,1,6,1,15,0,0,0,0,50,0,0,0,1,0,1,10,1,0,0,0,0,0,0,0,0,3,2,2,3,3,2,2,250,2,2,0,5,3,2,2,7,5,6.383333206,NA,35,1,0,0,1,0,NA
"767",767,77,1,2,1982,1,7,2,15,0,1,1,0,50,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,3,2,2,3,3,2,2,250,2,2,0,5,3,2,2,7,5,6.383333206,NA,35,1,0,0,1,0,NA
"768",768,77,1,2,1982,1,8,2,15,1,0,0,1,150,0,1,0,0,1,0,100,1,0,0,0,0,0,0,0,0,3,2,2,3,3,2,2,250,2,2,0,5,3,2,2,7,5,6.383333206,NA,35,1,0,0,1,0,NA
"769",769,77,1,2,1982,1,9,1,15,0,0,0,0,10,0,1,0,1,1,0,100,1,0,0,0,0,0,0,0,0,3,2,2,3,3,2,2,250,2,2,0,5,3,2,2,7,5,6.383333206,NA,35,1,0,0,1,0,NA
"770",770,77,1,2,1982,1,10,2,15,1,0,0,1,10,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,3,2,2,3,3,2,2,250,2,2,0,5,3,2,2,7,5,6.383333206,NA,35,1,0,0,1,0,NA
"771",771,78,1,2,1982,1,1,3,26,0,0,0,1,50,0,0,0,1,0,1,150,0,0,0,0,0,0,0,0,0,3,2,2,3,3,3,2,120,2,2,1,5,1,4,2,5,4,6.400000095,NA,35,1,0,0,1,0,NA
"772",772,78,1,2,1982,1,2,3,26,1,0,1,0,100,0,1,0,0,0,0,100,1,0,0,0,0,0,0,0,0,3,2,2,3,3,3,2,120,2,2,1,5,1,4,2,5,4,6.400000095,NA,35,1,0,0,1,0,NA
"773",773,78,1,2,1982,1,3,3,26,0,1,0,0,20,0,1,1,0,1,0,10,1,0,0,0,0,0,0,0,0,3,2,2,3,3,3,2,120,2,2,1,5,1,4,2,5,4,6.400000095,NA,35,1,0,0,1,0,NA
"774",774,78,1,2,1982,1,4,3,26,0,0,0,0,100,1,0,0,1,1,0,100,0,1,0,0,0,0,0,0,0,3,2,2,3,3,3,2,120,2,2,1,5,1,4,2,5,4,6.400000095,NA,35,1,0,0,1,0,NA
"775",775,78,1,2,1982,1,5,1,26,1,0,0,0,100,1,0,0,0,0,1,50,0,1,0,0,0,0,0,0,0,3,2,2,3,3,3,2,120,2,2,1,5,1,4,2,5,4,6.400000095,NA,35,1,0,0,1,0,NA
"776",776,78,1,2,1982,1,6,1,26,0,0,0,0,50,0,0,0,1,0,1,10,1,0,0,0,0,0,0,0,0,3,2,2,3,3,3,2,120,2,2,1,5,1,4,2,5,4,6.400000095,NA,35,1,0,0,1,0,NA
"777",777,78,1,2,1982,1,7,3,26,0,1,1,0,50,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,3,2,2,3,3,3,2,120,2,2,1,5,1,4,2,5,4,6.400000095,NA,35,1,0,0,1,0,NA
"778",778,78,1,2,1982,1,8,3,26,1,0,0,1,150,0,1,0,0,1,0,100,1,0,0,0,0,0,0,0,0,3,2,2,3,3,3,2,120,2,2,1,5,1,4,2,5,4,6.400000095,NA,35,1,0,0,1,0,NA
"779",779,78,1,2,1982,1,9,3,26,0,0,0,0,10,0,1,0,1,1,0,100,1,0,0,0,0,0,0,0,0,3,2,2,3,3,3,2,120,2,2,1,5,1,4,2,5,4,6.400000095,NA,35,1,0,0,1,0,NA
"780",780,78,1,2,1982,1,10,3,26,1,0,0,1,10,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,3,2,2,3,3,3,2,120,2,2,1,5,1,4,2,5,4,6.400000095,NA,35,1,0,0,1,0,NA
"781",781,79,1,2,1969,1,1,3,24,0,0,0,1,50,0,0,0,1,0,1,150,0,0,0,0,0,0,0,0,0,2,2,2,2,3,2,2,650,2,2,2,3,6,13,2,3,2,6.433333397,NA,48,1,1,0,1,0,NA
"782",782,79,1,2,1969,1,2,3,24,1,0,1,0,100,0,1,0,0,0,0,100,1,0,0,0,0,0,0,0,0,2,2,2,2,3,2,2,650,2,2,2,3,6,13,2,3,2,6.433333397,NA,48,1,1,0,1,0,NA
"783",783,79,1,2,1969,1,3,2,24,0,1,0,0,20,0,1,1,0,1,0,10,1,0,0,0,0,0,0,0,0,2,2,2,2,3,2,2,650,2,2,2,3,6,13,2,3,2,6.433333397,NA,48,1,1,0,1,0,NA
"784",784,79,1,2,1969,1,4,3,24,0,0,0,0,100,1,0,0,1,1,0,100,0,1,0,0,0,0,0,0,0,2,2,2,2,3,2,2,650,2,2,2,3,6,13,2,3,2,6.433333397,NA,48,1,1,0,1,0,NA
"785",785,79,1,2,1969,1,5,3,24,1,0,0,0,100,1,0,0,0,0,1,50,0,1,0,0,0,0,0,0,0,2,2,2,2,3,2,2,650,2,2,2,3,6,13,2,3,2,6.433333397,NA,48,1,1,0,1,0,NA
"786",786,79,1,2,1969,1,6,2,24,0,0,0,0,50,0,0,0,1,0,1,10,1,0,0,0,0,0,0,0,0,2,2,2,2,3,2,2,650,2,2,2,3,6,13,2,3,2,6.433333397,NA,48,1,1,0,1,0,NA
"787",787,79,1,2,1969,1,7,2,24,0,1,1,0,50,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,2,2,2,2,3,2,2,650,2,2,2,3,6,13,2,3,2,6.433333397,NA,48,1,1,0,1,0,NA
"788",788,79,1,2,1969,1,8,3,24,1,0,0,1,150,0,1,0,0,1,0,100,1,0,0,0,0,0,0,0,0,2,2,2,2,3,2,2,650,2,2,2,3,6,13,2,3,2,6.433333397,NA,48,1,1,0,1,0,NA
